0.0025,1.11
0.005,1.05
0.0075,0.92
0.01,0.728
0.0125,0.507
0.015,0.282
0.0175,0.0797
0.02,-0.0847
0.0225,-0.206
0.025,-0.283
0.0275,-0.318
0.03,-0.316
0.0325,-0.289
0.035,-0.247
0.0375,-0.2
0.04,-0.154
0.0425,-0.115
0.045,-0.0853
0.0475,-0.0649
0.05,-0.0524
0.0525,-0.0441
0.055,-0.0381
0.0575,-0.0337
0.06,-0.0301
0.0625,-0.0267
0.065,-0.0231
0.0675,-0.019
0.07,-0.0142
0.0725,-0.0088
0.075,-0.0029
0.0775,0.0036
0.08,0.0109
0.0825,0.0189
0.085,0.0278
0.0875,0.0375
0.09,0.0481
0.0925,0.0596
0.095,0.072
0.0975,0.0853
0.1,0.0994
0.1025,0.114
0.105,0.13
0.1075,0.147
0.11,0.165
0.1125,0.183
0.115,0.202
0.1175,0.221
0.12,0.24
0.1225,0.259
0.125,0.277
0.1275,0.295
0.13,0.313
0.1325,0.329
0.135,0.345
0.1375,0.36
0.14,0.373
0.1425,0.385
0.145,0.395
0.1475,0.404
0.15,0.411
0.1525,0.416
0.155,0.42
0.1575,0.421
0.16,0.42
0.1625,0.416
0.165,0.41
0.1675,0.402
0.17,0.393
0.1725,0.381
0.175,0.368
0.1775,0.353
0.18,0.338
0.1825,0.321
0.185,0.304
0.1875,0.286
0.19,0.267
0.1925,0.248
0.195,0.229
0.1975,0.211
0.2,0.192
0.2025,0.173
0.205,0.155
0.2075,0.138
0.21,0.121
0.2125,0.104
0.215,0.0889
0.2175,0.0744
0.22,0.0608
0.2225,0.0482
0.225,0.0367
0.2275,0.0263
0.23,0.0169
0.2325,0.0085
0.235,0.0009
0.2375,-0.0059
0.24,-0.0119
0.2425,-0.0171
0.245,-0.0217
0.2475,-0.0257
0.25,-0.0291
0.2525,-0.032
0.255,-0.0344
0.2575,-0.0363
0.26,-0.0378
0.2625,-0.039
0.265,-0.0398
0.2675,-0.0404
0.27,-0.0407
0.2725,-0.0408
0.275,-0.0407
0.2775,-0.0404
0.28,-0.04
0.2825,-0.0395
0.285,-0.0389
0.2875,-0.0383
0.29,-0.0376
0.2925,-0.0368
0.295,-0.036
0.2975,-0.0352
0.3,-0.0343
0.3025,-0.0334
0.305,-0.0325
0.3075,-0.0315
0.31,-0.0306
0.3125,-0.0296
0.315,-0.0286
0.3175,-0.0277
0.32,-0.0267
0.3225,-0.0257
0.325,-0.0248
0.3275,-0.0238
0.33,-0.0228
0.3325,-0.0218
0.335,-0.0209
0.3375,-0.0199
0.34,-0.0189
0.3425,-0.0179
0.345,-0.0168
0.3475,-0.0158
0.35,-0.0147
0.3525,-0.0136
0.355,-0.0125
0.3575,-0.0113
0.36,-0.0099
0.3625,-0.0083
0.365,-0.0064
0.3675,-0.004
0.37,-0.0013
0.3725,0.0021
0.375,0.0061
0.3775,0.0108
0.38,0.0164
0.3825,0.0228
0.385,0.0304
0.3875,0.039
0.39,0.0489
0.3925,0.0602
0.395,0.073
0.3975,0.0875
0.4,0.104
0.4025,0.122
0.405,0.141
0.4075,0.161
0.41,0.18
0.4125,0.199
0.415,0.217
0.4175,0.234
0.42,0.249
0.4225,0.262
0.425,0.272
0.4275,0.28
0.43,0.286
0.4325,0.288
0.435,0.288
0.4375,0.284
0.44,0.278
0.4425,0.268
0.445,0.255
0.4475,0.239
0.45,0.222
0.4525,0.204
0.455,0.185
0.4575,0.166
0.46,0.148
0.4625,0.129
0.465,0.112
0.4675,0.0962
0.47,0.0815
0.4725,0.0682
0.475,0.0565
0.4775,0.0464
0.48,0.0377
0.4825,0.0308
0.485,0.0254
0.4875,0.0206
0.49,0.0156
0.4925,0.0097
0.495,0.0021
0.4975,-0.0079
0.5,-0.021
0.5025,-0.038
0.505,-0.0595
0.5075,-0.0863
0.51,-0.12
0.5125,-0.15
0.515,-0.166
0.5175,-0.158
0.52,-0.119
0.5225,-0.0452
0.525,0.0652
0.5275,0.211
0.53,0.389
0.5325,0.593
0.535,0.807
0.5375,0.994
0.54,1.12
0.5425,1.17
0.545,1.13
0.5475,1
0.55,0.817
0.5525,0.596
0.555,0.372
0.5575,0.168
0.56,-0.0011
0.5625,-0.126
0.565,-0.204
0.5675,-0.236
0.57,-0.235
0.5725,-0.211
0.575,-0.174
0.5775,-0.13
0.58,-0.0866
0.5825,-0.0477
0.585,-0.0164
0.5875,0.0055
0.59,0.0198
0.5925,0.0291
0.595,0.0351
0.5975,0.0391
0.6,0.0422
0.6025,0.0452
0.605,0.0486
0.6075,0.0526
0.61,0.0571
0.6125,0.062
0.615,0.0673
0.6175,0.0733
0.62,0.08
0.6225,0.0875
0.625,0.0958
0.6275,0.105
0.63,0.115
0.6325,0.126
0.635,0.137
0.6375,0.15
0.64,0.164
0.6425,0.178
0.645,0.194
0.6475,0.21
0.65,0.227
0.6525,0.244
0.655,0.262
0.6575,0.281
0.66,0.299
0.6625,0.318
0.665,0.336
0.6675,0.354
0.67,0.371
0.6725,0.388
0.675,0.404
0.6775,0.42
0.68,0.433
0.6825,0.446
0.685,0.457
0.6875,0.466
0.69,0.474
0.6925,0.479
0.695,0.482
0.6975,0.483
0.7,0.482
0.7025,0.479
0.705,0.474
0.7075,0.467
0.71,0.458
0.7125,0.447
0.715,0.435
0.7175,0.421
0.72,0.406
0.7225,0.389
0.725,0.372
0.7275,0.354
0.73,0.335
0.7325,0.315
0.735,0.296
0.7375,0.276
0.74,0.257
0.7425,0.239
0.745,0.22
0.7475,0.203
0.75,0.186
0.7525,0.17
0.755,0.154
0.7575,0.14
0.76,0.127
0.7625,0.114
0.765,0.103
0.7675,0.0921
0.77,0.0827
0.7725,0.0741
0.775,0.0666
0.7775,0.0599
0.78,0.054
0.7825,0.0489
0.785,0.0445
0.7875,0.0406
0.79,0.0374
0.7925,0.0346
0.795,0.0323
0.7975,0.0304
0.8,0.0289
0.8025,0.0277
0.805,0.0268
0.8075,0.0261
0.81,0.0256
0.8125,0.0253
0.815,0.0251
0.8175,0.0251
0.82,0.0251
0.8225,0.0251
0.825,0.0253
0.8275,0.0254
0.83,0.0255
0.8325,0.0257
0.835,0.0258
0.8375,0.026
0.84,0.0261
0.8425,0.0262
0.845,0.0262
0.8475,0.0263
0.85,0.0263
0.8525,0.0262
0.855,0.0261
0.8575,0.026
0.86,0.0259
0.8625,0.0258
0.865,0.0256
0.8675,0.0255
0.87,0.0254
0.8725,0.0252
0.875,0.0251
0.8775,0.0251
0.88,0.0251
0.8825,0.0252
0.885,0.0253
0.8875,0.0256
0.89,0.0259
0.8925,0.0265
0.895,0.0271
0.8975,0.028
0.9,0.029
0.9025,0.0302
0.905,0.0319
0.9075,0.034
0.91,0.0367
0.9125,0.0401
0.915,0.0442
0.9175,0.0492
0.92,0.0552
0.9225,0.0623
0.925,0.0705
0.9275,0.0799
0.93,0.0907
0.9325,0.103
0.935,0.116
0.9375,0.132
0.94,0.149
0.9425,0.167
0.945,0.187
0.9475,0.206
0.95,0.226
0.9525,0.246
0.955,0.265
0.9575,0.283
0.96,0.299
0.9625,0.313
0.965,0.325
0.9675,0.335
0.97,0.342
0.9725,0.345
0.975,0.345
0.9775,0.341
0.98,0.333
0.9825,0.322
0.985,0.309
0.9875,0.293
0.99,0.276
0.9925,0.258
0.995,0.239
0.9975,0.221
1,0.202
1.0025,0.184
1.005,0.167
1.0075,0.15
1.01,0.135
1.0125,0.122
1.015,0.109
1.0175,0.0985
1.02,0.0893
1.0225,0.0822
1.025,0.0785
1.0275,0.0758
1.03,0.0719
1.0325,0.0653
1.035,0.0549
1.0375,0.0403
1.04,0.0212
1.0425,-0.0017
1.045,-0.0275
1.0475,-0.0546
1.05,-0.0811
1.0525,-0.104
1.055,-0.121
1.0575,-0.119
1.06,-0.086
1.0625,-0.0148
1.065,0.0976
1.0675,0.249
1.07,0.433
1.0725,0.638
1.075,0.846
1.0775,1.03
1.08,1.15
1.0825,1.2
1.085,1.15
1.0875,1.02
1.09,0.832
1.0925,0.611
1.095,0.385
1.0975,0.177
1.1,0.0018
1.1025,-0.131
1.105,-0.218
1.1075,-0.263
1.11,-0.27
1.1125,-0.248
1.115,-0.211
1.1175,-0.165
1.12,-0.12
1.1225,-0.0793
1.125,-0.0464
1.1275,-0.0222
1.13,-0.0054
1.1325,0.0071
1.135,0.0164
1.1375,0.0232
1.14,0.0282
1.1425,0.0319
1.145,0.0349
1.1475,0.0375
1.15,0.0403
1.1525,0.0435
1.155,0.0474
1.1575,0.0522
1.16,0.058
1.1625,0.065
1.165,0.073
1.1675,0.0822
1.17,0.0922
1.1725,0.103
1.175,0.114
1.1775,0.127
1.18,0.14
1.1825,0.153
1.185,0.168
1.1875,0.184
1.19,0.2
1.1925,0.217
1.195,0.234
1.1975,0.252
1.2,0.27
1.2025,0.289
1.205,0.307
1.2075,0.326
1.21,0.344
1.2125,0.362
1.215,0.379
1.2175,0.395
1.22,0.411
1.2225,0.425
1.225,0.438
1.2275,0.45
1.23,0.459
1.2325,0.467
1.235,0.473
1.2375,0.477
1.24,0.48
1.2425,0.48
1.245,0.477
1.2475,0.473
1.25,0.467
1.2525,0.459
1.255,0.449
1.2575,0.438
1.26,0.424
1.2625,0.41
1.265,0.394
1.2675,0.377
1.27,0.359
1.2725,0.34
1.275,0.321
1.2775,0.302
1.28,0.282
1.2825,0.263
1.285,0.243
1.2875,0.224
1.29,0.206
1.2925,0.188
1.295,0.17
