0.0025,0.003
0.005,0.002
0.0075,0.003
0.01,0.007
0.0125,0.013
0.015,0.019
0.0175,0.025
0.02,0.028
0.0225,0.027
0.025,0.021
0.0275,0.013
0.03,0.002
0.0325,-0.008
0.035,-0.018
0.0375,-0.026
0.04,-0.033
0.0425,-0.04
0.045,-0.048
0.0475,-0.056
0.05,-0.065
0.0525,-0.073
0.055,-0.078
0.0575,-0.081
0.06,-0.081
0.0625,-0.079
0.065,-0.076
0.0675,-0.075
0.07,-0.075
0.0725,-0.078
0.075,-0.082
0.0775,-0.087
0.08,-0.091
0.0825,-0.094
0.085,-0.094
0.0875,-0.092
0.09,-0.088
0.0925,-0.085
0.095,-0.084
0.0975,-0.085
0.1,-0.088
0.1025,-0.091
0.105,-0.094
0.1075,-0.095
0.11,-0.093
0.1125,-0.089
0.115,-0.083
0.1175,-0.078
0.12,-0.075
0.1225,-0.075
0.125,-0.08
0.1275,-0.089
0.13,-0.101
0.1325,-0.113
0.135,-0.123
0.1375,-0.13
0.14,-0.13
0.1425,-0.122
0.145,-0.102
0.1475,-0.069
0.15,-0.019
0.1525,0.048
0.155,0.133
0.1575,0.232
0.16,0.34
0.1625,0.448
0.165,0.547
0.1675,0.627
0.17,0.683
0.1725,0.708
0.175,0.698
0.1775,0.649
0.18,0.558
0.1825,0.429
0.185,0.271
0.1875,0.097
0.19,-0.074
0.1925,-0.222
0.195,-0.334
0.1975,-0.404
0.2,-0.434
0.2025,-0.435
0.205,-0.416
0.2075,-0.389
0.21,-0.361
0.2125,-0.335
0.215,-0.313
0.2175,-0.294
0.22,-0.277
0.2225,-0.261
0.225,-0.244
0.2275,-0.224
0.23,-0.202
0.2325,-0.176
0.235,-0.149
0.2375,-0.122
0.24,-0.099
0.2425,-0.083
0.245,-0.075
0.2475,-0.075
0.25,-0.079
0.2525,-0.084
0.255,-0.088
0.2575,-0.088
0.26,-0.084
0.2625,-0.076
0.265,-0.066
0.2675,-0.057
0.27,-0.051
0.2725,-0.047
0.275,-0.047
0.2775,-0.049
0.28,-0.051
0.2825,-0.052
0.285,-0.05
0.2875,-0.047
0.29,-0.042
0.2925,-0.037
0.295,-0.032
0.2975,-0.03
0.3,-0.031
0.3025,-0.033
0.305,-0.035
0.3075,-0.035
0.31,-0.033
0.3125,-0.03
0.315,-0.025
0.3175,-0.021
0.32,-0.018
0.3225,-0.018
0.325,-0.019
0.3275,-0.022
0.33,-0.024
0.3325,-0.025
0.335,-0.025
0.3375,-0.022
0.34,-0.019
0.3425,-0.014
0.345,-0.01
0.3475,-0.006
0.35,-0.003
0.3525,-0.001
0.355,0.002
0.3575,0.003
0.36,0.005
0.3625,0.006
0.365,0.007
0.3675,0.008
0.37,0.009
0.3725,0.009
0.375,0.011
0.3775,0.012
0.38,0.014
0.3825,0.016
0.385,0.018
0.3875,0.02
0.39,0.022
0.3925,0.024
0.395,0.027
0.3975,0.03
0.4,0.033
0.4025,0.036
0.405,0.039
0.4075,0.042
0.41,0.044
0.4125,0.048
0.415,0.052
0.4175,0.057
0.42,0.063
0.4225,0.07
0.425,0.078
0.4275,0.084
0.43,0.09
0.4325,0.096
0.435,0.101
0.4375,0.106
